"STUDY_ID","REVIEWERS","INCLUDE","journal","abstract","title","volume","pages","author"
"62","Aaron_3","NO","Biomedical and environmental sciences : BES","Enterotoxigenic Escherichia coli (ETEC) causes neonatal and post-weaning diarrhea in pigs. In order to determine the risk factors, rectal/fecal swabs and visceral organs obtained from pig farms in two regions of South Africa were analyzed microbiologically against risk variables. Seventy-two percent of young pigs were found to be positive for ETEC toxin genes; estB (38.9%), estB/STAP (25%), and estB/LT (13.9%) were dominant. Risk factors for ETEC-diarrhea in pigs include: leaving sick piglets in a pen with healthy piglets [odds ratio (OR) = 33.52; P < 0.0001]; water spillage in pen (OR = 42.87; P < 0.0001); hypothermic piglets (OR = 7.29; P < 0.0001); runt piglets in pen with healthy littermates (OR = 3.65; P < 0.0001); and prolonged use of antibiotics (OR = 3.05; P = 0.05).","Risk Factors for Prevalence of EnterotoxigenicEscherichia coli (ETEC) in Diarrheic and Non-diarrheic Neonatal and Weaner Pigs, South Africa.","31","149-154","Ogundare ST and Fasanmi OG and Fasina FO"
"73","Aaron_3","NO","Journal of medical microbiology","Introduction. Hepatitis B virus (HBV) infection is the leading cause of hepatitis, liver cirrhosis, and hepatocellular carcinoma (HCC). HBV genotype E (HBV/E) is the predominant genotype in West Africa and has been linked epidemiologically with chronic and occult HBV infections as well as development of HCC. Mutations in the surface and polymerase genes of HBV have been associated with occult infection, drug resistance, vaccine escape, as well as HCC.Hypothesis/Gap Statement. There is limited data on the occurrence and patterns of mutations associated with occult infection, drug resistance, vaccine escape and HCC for HBV/E.Aim. This study characterized amino acid (aa) substitutions in the major hydrophilic (MHR) and reverse transcriptase (RT) regions of the surface and polymerase genes respectively of HBV sequences from a group of Nigerians with genotype E infection. The CpG islands of the PreC/C and PreS/S regions of these sequences were also described.Methodology. HBV surface and polymerase genes were detected using PCR techniques. Occurrence of new and previously described mutations in these genes were analysed using phylogenetic techniques.Results. Overall 13 HBV isolates were each sequenced for polymerase and surface genes mutations. Thirteen and nine PreS/S and PreC/C HBV genes respectively were analysed for CpG islands. Mutations in the MHR and a-determinants region of the S protein were discovered in eleven and nine of the 13 tested isolates respectively. These mutations were concomitant with aa changes in the RT functional domains of the isolates. Mutations associated with vaccine escape, occult infection and poor HCC prognosis were identified in HBV/E isolated in this study. Furthermore, all the isolates had at least one putative nucleotide analogue resistance mutations. Drug resistance mutations had the highest association with CpG islands.Conclusion. The results of this study contribute to further understanding of HBV variability in Nigeria and the West African region. This will aid the planning of adequate HBV immunization and treatment programmes for the countries in the region.","Profiles of mutations in hepatitis B virus surface and polymerase genes isolated from treatment-naïve Nigerians infected with genotype E.","70",NA,"Olusola BA and Faneye AO and Oluwasemowo OO and Motayo BO and Adebayo S and Oludiran-Ayoade AE and Aleru B and George UE and Oragwa AO"
"127","Aaron_3","NO","Obesity (Silver Spring, Md.)","OBJECTIVE: The prevalence of obesity varies between ethnic groups. No genome-wide association study (GWAS) for body mass index (BMI) has been conducted in continental Africans. METHODS: We performed a GWAS for BMI in 1,570 West Africans (WA). Replication was conducted in independent samples of WA (n = 1,411) and African Americans (AA) (n = 9,020). RESULTS: We identified a novel genome-wide significant African-specific locus for BMI (SEMA4D, rs80068415; minor allele frequency = 0.008, P = 2.10 × 10(-8) ). This finding was replicated in independent samples of WA (P = 0.013) and AA (P = 0.017). Individuals with obesity had higher serum SEMA4D levels compared to those without obesity (P < 0.0001), and elevated levels of serum SEMA4D were associated with increased obesity risk (OR = 4.2, P < 1 × 10(-4) ). The prevalence of obesity was higher in individuals with the CT versus TT genotypes (55.6% vs. 22.9%). CONCLUSIONS: A novel variant in SEMA4D was significantly associated with BMI. Carriers of the C allele were 4.6 BMI units heavier than carriers of the T allele (P = 0.0007). This variant is monomorphic in Europeans and Asians, highlighting the importance of studying diverse populations. While there is evidence for the involvement of SEMA4D in inflammatory processes, this study is the first to implicate SEMA4D in obesity pathophysiology.","Genome-wide analysis identifies an african-specific variant in SEMA4D associated with body mass index.","25","794-800","Chen G and Doumatey AP and Zhou J and Lei L and Bentley AR and Tekola-Ayele F and Adebamowo SN and Baker JL and Fasanmade O and Okafor G and Eghan B Jr and Agyenim-Boateng K and Amoah A and Adebamowo C and Acheampong J and Johnson T and Oli J and Shriner D and Adeyemo AA and Rotimi CN"
"175","Aaron_3","NO","Emerging microbes & infections","Rift Valley fever (RVF) outbreaks have occurred across eastern Africa from 1912 to 2010 approximately every 4-15 years, most of which have not been accompanied by significant epidemics in human populations. However, human epidemics during RVF outbreaks in eastern Africa have involved 478 deaths in 1998, 1107 reported cases with 350 deaths from 2006 to 2007 and 1174 cases with 241 deaths in 2008. We review the history of RVF outbreaks in eastern Africa to identify the epidemiological factors that could have influenced its increasing severity in humans. Diverse ecological factors influence outbreak frequency, whereas virus evolution has a greater impact on its virulence in hosts. Several factors could have influenced the lack of information on RVF in humans during earlier outbreaks, but the explosive nature of human RVF epidemics in recent years mirrors the evolutionary trend of the virus. Comparisons between isolates from different outbreaks have revealed an accumulation of genetic mutations and genomic reassortments that have diversified RVF virus genomes over several decades. The threat to humans posed by the diversified RVF virus strains increases the potential public health and socioeconomic impacts of future outbreaks. Understanding the shifting RVF epidemiology as determined by its evolution is key to developing new strategies for outbreak mitigation and prevention of future human RVF casualties.","Has Rift Valley fever virus evolved with increasing severity in human populations in East Africa?","5","e58","Baba M and Masiga DK and Sang R and Villinger J"
"183","Aaron_3","NO","Journal of pharmaceutical analysis","Having faced increased clinical treatment failures with dihydroartemisinin-piperaquine (DHA-PPQ), Cambodia swapped the first line artemisinin-based combination therapy (ACT) from DHA-PPQ to artesunate-mefloquine given that parasites resistant to piperaquine are susceptible to mefloquine. However, triple mutants have now emerged, suggesting that drug rotations may not be adequate to keep resistance at bay. There is, therefore, an urgent need for alternative treatment strategies to tackle resistance and prevent its spread. A proper understanding of all contributors to artemisinin resistance may help us identify novel strategies to keep artemisinins effective until new drugs become available for their replacement. This review highlights the role of the key players in artemisinin resistance, the current strategies to deal with it and suggests ways of protecting future antimalarial drugs from bowing to resistance as their predecessors did.","Protecting future antimalarials from the trap of resistance: Lessons from artemisinin-based combination therapy (ACT) failures.","11","541-554","Erhunse N and Sahal D"
"195","Aaron_3","NO","Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health and sciences","OBJECTIVE: To analyze the minor allele frequencies (MAFs), haplotype block and haplotype frequencies for single nucleotide polymorphisms (SNPs) in SUMO1 using HapMap data and perform association analysis between SNPs in SUMO1 and non-syndromic cleft lip with or without cleft palate (NSCL/P) using 183 trios recruited from Shandong Province. METHODS: SNPs with MAF>0.01 and Hardy-Weinberg equilibrium (P>0.01) were identified as qualified SNPs by Haploview. The MAFs of qualified SNPs were analyzed and the relative range ratios of the MAFs were developed to measure the differences in MAFs for common qualified SNPs with mutual minor allele among the samples. Haplotype blocks and haplotype frequencies for common qualified SNPs in four samples were analyzed and compared among the samples. Transmission disequilibrium test (TDT) was carried out to identify the association between rs7599810 and NSCL/P using 183 NSCL/P case-parent trios. RESULTS: Among the 24 SNPs released by HapMap project, the number of monotonic SNPs was 9 in Han Chinese in Beijing, China (CHB) and Japanese in Tokyo, Japan (JPT) samples, 8 in Utah residents with Northern and Western European ancestry from the CEPH collection (CEU) sample, and 6 in Yoruban in Ibadan, Nigeria (YRI) sample. The 12 common qualified SNPs in the four samples formed one haplotype in each sample. There were 3, 3, 5, and 6 forms of haplotypes in the CHB, JPT, CEU, and YRI samples respectively, and the cumulative frequencies for the 2 most common haplotypes ranged from 0.634 to 0.922. Significant transmission disequilibrium of G allele at rs7599810 from parents to offspring was not shown (χ(2)=0.485, P=0.486, OR=0.898, 95% CI: 0.663-1.021) for rs7599810 in Shandong Han sample. CONCLUSION: SNPs in SUMO1 mainly showed common features in minor alleles, MAFs and haplotype blocks among CHB, JPT and CEU samples, but unique features in YRI compared with those for the other three samples. Although no association was established between the markers in SUMO1 and NSCL/P using data from Shandong Han population, our analysis suggests further studies are warranted.","[Analysis of the HapMap data on SNPs in SUMO1 and association study of rs7599810 in trios with non-syndromic cleft lip with or without cleft palate].","46","258-63","Yue Q and Wang H and Zhang B and Zhao KP"
"205","Aaron_3","NO","The Journal of general virology","In Africa, highly pathogenic avian influenza H5N1 virus was first detected in northern Nigeria and later also in other regions of the country. Since then, seven other African countries have reported H5N1 infections. This study reports a comparison of full-length genomic sequences of H5N1 isolates from seven chicken farms in Nigeria and chicken and hooded vultures in Burkina Faso with earlier H5N1 outbreaks worldwide. In addition, the antigenicity of Nigerian H5N1 isolates was compared with earlier strains. All African strains clustered within three sublineages denominated A (south-west Nigeria, Niger), B (south-west Nigeria, Egypt, Djibouti) and C (northern Nigeria, Burkina Faso, Sudan, Côte d'Ivoire), with distinct nucleotide and amino acid signatures and distinct geographical distributions within Africa. Probable non-African ancestors within the west Asian/Russian/European lineage distinct from the south-east Asian lineages were identified for each sublineage. All reported human cases in Africa were caused by sublineage B. Substitution rates were calculated on the basis of sequences from 11 strains from a single farm in south-west Nigeria. As H5N1 emerged essentially at the same time in the north and south-west of Nigeria, the substitution rates confirmed that the virus probably did not spread from the north to the south, given the observed sequence diversity, but that it entered the country via three independent introductions. The strains from Burkina Faso seemed to originate from northern Nigeria. At least two of the sublineages also circulated in Europe in 2006 as seen in Germany, further suggesting that the sublineages had already emerged outside of Africa and seemed to have followed the east African/west Asian and Black Sea/Mediterranean flyways of migratory birds.","Molecular and antigenic evolution and geographical spread of H5N1 highly pathogenic avian influenza viruses in western Africa.","88","2297-2306","Ducatez MF and Olinger CM and Owoade AA and Tarnagda Z and Tahita MC and Sow A and De Landtsheer S and Ammerlaan W and Ouedraogo JB and Osterhaus ADME and Fouchier RAM and Muller CP"
"216","Aaron_3","NO","The Journal of antimicrobial chemotherapy","OBJECTIVES: To investigate the prevalence and patterns of major and accessory resistance mutations associated with integrase strand transfer inhibitors (INSTIs), across diverse HIV-1 subtypes in sub-Saharan Africa. METHODS: pol gene sequences were obtained using Illumina next-generation sequencing from 425 INSTI-naive HIV-infected adults from Kenya (21.2%), Nigeria (7.3%), South Africa (22.8%), Uganda (25.2%) and Zambia (23.5%). Drug resistance interpretation was based on the IAS 2017 mutation list and accessory mutations from Stanford HIVdb with resistance penalty scores of ≥10 to at least 1 INSTI. Resistance was further classified based on sensitivity thresholds of ≥20% (Sanger sequencing) and 1%-20% for low-frequency variants (next-generation sequencing). RESULTS: Of 425 genotypes, 48.7% were subtype C, 28.5% A, 10.1% D, 2.8% G and 9.9% were recombinants. Major INSTI resistance mutations were detected only at <20% threshold, at a prevalence of 2.4% (2.5% in subtype A, 2.4% C, 0% D, 8.3% G and 2.4% in recombinants) and included T66A/I (0.7%), E92G (0.5%), Y143C/S (0.7%), S147G (0.2%) and Q148R (0.5%). Accessory mutations occurred at a prevalence of 15.1% at the ≥20% threshold (23.1% in subtype A, 8.7% C, 11.6% D, 25% G and 23.8% in recombinants), and included L74I/M (10.4%), Q95K (0.5%), T97A (4%), E157Q (0.7%) and G163R/K (0.7%). CONCLUSIONS: Major INSTI resistance mutations were rare and only occurred at low-level resistance detection thresholds. INSTI-based regimens are expected to be effective across the different major HIV-1 subtypes in the region.","Primary resistance to integrase strand transfer inhibitors in patients infected with diverse HIV-1 subtypes in sub-Saharan Africa.","73","1167-1172","Inzaule SC and Hamers RL and Noguera-Julian M and Casadellà M and Parera M and Rinke de Wit TF and Paredes R"
"217","Aaron_3","NO","PeerJ","BACKGROUND: Staphylococcus aureus is a human colonizer with high potential for virulence, and the spread of the virulent strains from the colonized hosts to non-carriers in the community is on the increase. However, there are few reports on comprehensive analysis of staphylococcal enterotoxin (SE) genes with clonal lineage in S. aureus in Africa. This is essential because of diversity of cultures and habits of the people. This study analyzed spa types and enterotoxin genes in S. aureus strains previously isolated from the human nostrils, poultry and clinical samples in Southern Nigeria. METHODS: Forty-seven S. aureus isolates were obtained from humans nostrils (n = 13), clinical strains (n = 21) and poultry (n = 13) from previous studies in Southern Nigeria. The strains were analyzed for mecA gene, selected toxins genes (sea, seb, sec, sed, see, seg, seh, sei, sej, sek, sel, sem, sen, seo, sep, seq, ser, seu) and Panton-Valentine leukocidin (PVL) gene (lukS-PV/lukF-PV) by PCR. Population structures of the strains were detected by Staphylococcal protein A (spa) typing. RESULTS: Twenty different spa types were obtained with the highest percentages, 17% observed in spa type t091 from clinical, nasal and poultry samples while t069 was the most prevalent spa type in poultry. Two MRSA were only detected in human strains. The poultry strains had the highest occurrence of SE genes (18%) followed by nasal strains (15%) and clinical strains (10%). Eighty-nine percent of all tested isolates harbored at least one SE gene; seo was the most prevalent (34%) followed by seg (30%) and sea (21%), while sec, see and sej were absent in all strains. Spa type t355 was associated with lukS-PV/lukF-PV gene and complete absence of all studied SE. Sea, seq, seb, sek were associated with spa type t069; sea was associated with t127 while sep was associated with spa type t091. There were coexistences of seo/seg and sei/seg. CONCLUSIONS: The higher carriage of staphylococci enterotoxin genes by the nasal and poultry S. aureus strains suggests a high potential of spread of staphylococcal food poisoning through poultry and healthy carriers in the community. This is the first report of high occurrence of staphylococcal enterotoxins genes in poultry from Nigeria.","Molecular characterization of clonal lineage and staphylococcal toxin genes from S. aureus in Southern Nigeria.","6","e5204","Ayeni FA and Ruppitsch W and Allerberger F"
"224","Aaron_3","NO","BMC genomics","BACKGROUND: Insecticide resistance in Anopheles mosquitoes is threatening the success of malaria control programmes. This is particularly true in Benin where pyrethroid resistance has been linked to the failure of insecticide treated bed nets. The role of mutations in the insecticide target sites in conferring resistance has been clearly established. In this study, the contribution of other potential resistance mechanisms was investigated in Anopheles gambiae s.s. from a number of localities in Southern Benin and Nigeria. The mosquitoes were sampled from a variety of breeding sites in a preliminary attempt to investigate the role of contamination of mosquito breeding sites in selecting for resistance in adult mosquitoes. RESULTS: All mosquitoes sampled belonged to the M form of An. gambiae s.s. There were high levels of permethrin resistance in an agricultural area (Akron) and an urban area (Gbedjromede), low levels of resistance in mosquito samples from an oil contaminated site (Ojoo) and complete susceptibility in the rural Orogun location. The target site mutation kdrW was detected at high levels in two of the populations (Akron f = 0.86 and Gbedjromede f = 0.84) but was not detected in Ojoo or Orogun. Microarray analysis using the Anopheles gambiae detox chip identified two P450s, CYP6P3 and CYP6M2 up regulated in all three populations, the former was expressed at particularly high levels in the Akron (12.4-fold) and Ojoo (7.4-fold) populations compared to the susceptible population. Additional detoxification and redox genes were also over expressed in one or more populations including two cuticular pre-cursor genes which were elevated in two of the three resistant populations. CONCLUSION: Multiple resistance mechanisms incurred in the different breeding sites contribute to resistance to permethrin in Benin. The cytochrome P450 genes, CYP6P3 and CYP6M2 are upregulated in all three resistant populations analysed. Several additional potential resistance mechanisms were also identified that warrant further investigation. Metabolic genes were over expressed irrespective of the presence of kdr, the latter resistance mechanism being absent in one resistant population. The discovery that mosquitoes collected from different types of breeding sites display differing profiles of metabolic genes at the adult stage may reflect the influence of a range of xenobiotics on selecting for resistance in mosquitoes.","Expression of the cytochrome P450s, CYP6P3 and CYP6M2 are significantly elevated in multiple pyrethroid resistant populations of Anopheles gambiae s.s. from Southern Benin and Nigeria.","9","538","Djouaka RF and Bakare AA and Coulibaly ON and Akogbeto MC and Ranson H and Hemingway J and Strode C"
"226","Aaron_3","NO","Parasitology research","Trichostrongyles are gastrointestinal parasites that occur globally and can cause subclinical to severe, sometimes life-threatening, infections in ruminants, particularly young animals. Benzimidazoles (BZ) are commonly used for the treatment of gastrointestinal parasites in ruminants. Increasing spread of worm populations with anthelmintics resistance has been reported and is considered a consequence of highly frequent and longstanding use of anthelmintics. To obtain initial information regarding the occurrence of putatively BZ-resistant Nigerian Haemonchus populations, screening based on the molecular analysis of BZ-resistance-associated β-tubulin isotype 1 gene sequence polymorphisms was undertaken. Genomic DNA was isolated from pooled adult Haemonchus sp. from 35 animals from each of the six states of southwestern Nigeria. Sequencing of internal transcribed spacer 2 (ITS-2) and external transcribed spacer (ETS) regions was used to determine the Haemonchus species. Pyrosequencing assays were used for detection of single-nucleotide polymorphisms (SNPs) in the β-tubulin isotype 1 genes of the worms at codons 200 and 167 (TTC/TAC) or 198 (GAA/GCA). Exclusively, Haemonchus placei was detected and allele frequencies obtained at all three positions showed no evidence for the presence of resistance-related alleles. For Lagos State, pools of 10 worms from 30 different animals were analyzed separately for the codon 200 SNP, successfully excluding the presence of resistance-associated SNPs in very low frequencies. These positive findings, showing absence of elevated frequencies of BZ-resistance-associated β-tubulin alleles, have considerable significance since it suggests that farmers can still rely on the efficacy of this important drug class when used for controlling trichostrongyle infections in cattle in Nigeria.","Absence of detectable benzimidazole-resistance associated alleles in Haemonchus placei in cattle in Nigeria revealed by pyrosequencing of β-tubulin isotype 1.","114","1997-2001","Ademola IO and Krücken J and Ramünke S and Demeler J and von Samson-Himmelstjerna G"
"234","Aaron_3","NO","Malaria journal","PCR-based assays are the most sensitive and specific methods to detect malaria parasites. This study compared the diagnostic accuracy of three PCR-based assays that do not only differ in their sequence target, but also in the number of copies of their target region, for the detection of Plasmodium falciparum in 401 individuals living in a malaria-endemic area in Nigeria. Compared to a composite reference generated from results of all the 3 PCR assays, the stevor gene amplification had a sensitivity of 100% (Kappa = 1; 95% CI = 1.000-1.000), 83% (Kappa = 0.718; 95% CI = 0.648-0.788) by SSUrRNA gene PCR and 71% (Kappa = 0.552; 95% CI = 0.478-0.627) by the msa-2 gene amplification. Results from this study indicate that the stevor gene amplification is the most sensitive technique for the detection of P. falciparum. This assay may be an important reference standard, especially when a confirmatory technique with high sensitivity and specificity is needed for ruling out P. falciparum infection.","Comparison of PCR-based detection of Plasmodium falciparum infections based on single and multicopy genes.","6","112","Oyedeji SI and Awobode HO and Monday GC and Kendjo E and Kremsner PG and Kun JF"
"242","Aaron_3","NO","European journal of microbiology & immunology","Acinetobacter baumannii is a ubiquitous pathogen that has emerged as a major cause of healthcare-associated infections at Ladoke Akintola University Teaching Hospital. Isolates were assayed according to standard protocol. The isolates were subjected to molecular techniques to detect blaOXA, blaTEM, blaCTX-M, and blaSHV genes in strains of the A. baumannii isolates. The prevalence of A. baumannii was 8.5% and was most prevalent among patients in the age group 51-60 (36%); the male patients (63.6%) were more infected than their female counterparts. Patients (72.7%) in the intensive care unit (ICU) were most infected with this organism. The isolates showed 100% resistance to both amikacin and ciprofloxacin and 90.9% to both ceftriaxone and ceftazidime, while resistance to the other antibiotics used in this study were: piperacillin (81.8%), imipenem (72.7%), gentamycin (72.2%), and meropenem (63.6%). None of the isolates was, however, resistant to colistin. PCR results showed that blaOXA, blaTEM, and blaCTX-M genes were positive in some isolates, while blaSHV was not detected in any of the isolates. This study has revealed that the strains of A. baumannii isolated are multiple drug resistant. Regular monitoring, judicious prescription, and early detection of resistance to these antibiotics are, therefore, necessary to check further dissemination of the organism.","Multidrug Resistance of Acinetobacter Baumannii in Ladoke Akintola University Teaching Hospital, Osogbo, Nigeria.","6","238-243","Odewale G and Adefioye OJ and Ojo J and Adewumi FA and Olowe OA"
"244","Aaron_3","NO","International journal of food microbiology","Salmonella enterica is a foodborne pathogen of global public health importance with developing countries mostly affected. Foodborne outbreaks are often attributed to pork consumption and Salmonella contamination of retail pork is directly linked to the Salmonella prevalence on farm. The widespread use of antimicrobials at different steps of swine production can favor resistant strains of Salmonella. The objectives of this study are to characterize the distribution, multilocus sequence typing (MLST), plasmid, virulence profiles and antimicrobial resistance of Salmonella serovars circulating in selected pig farms. Six hundred fecal samples were randomly collected from nine selected farms in Ilorin, Nigeria. Isolates were analyzed by cultural isolation using selective media, conventional biochemical characterization, serotyping, MLST and whole genome sequencing (WGS). Sixteen samples were positive for Salmonella sub-species, comprising of nine serovars. The antimicrobial susceptibility results revealed low-level resistance against 13 antimicrobial agents. Five strains exhibited resistance to nalidixic acid and intermediate resistance to ciprofloxacin with chromosomal (double) mutation at gyrA and parC while four strains possessed single mutation in parC. Salmonella Kentucky showed double mutation each at gyrA and parC. WGS analysis, revealed eight diverse sequence types (STs), the most common STs were ST-321 and ST-19 (n = 4) exhibited by S. Muenster and S. Typhimurium, respectively. Single Nucleotide Polymorphism (SNP)-based phylogeny analysis showed the 16 isolates to be highly related and fell into 8 existing clusters at NCBI Pathogen Detection. Curtailing the spread of resistant strains will require the establishment of continuous surveillance program at the state and national levels in Nigeria. This study provides useful information for further studies on antimicrobial resistance mechanisms in foodborne Salmonella species.","Occurrence, antimicrobial resistance and whole genome sequence analysis of Salmonella serovars from pig farms in Ilorin, North-central Nigeria.","350","109245","Raufu IA and Ahmed OA and Aremu A and Ameh JA and Timme RE and Hendriksen RS and Ambali AG"
"245","Aaron_3","NO","Leukemia & lymphoma","Imatinib has been successful in the management of chronic myeloid leukemia (CML) but some patients experience adverse reactions or develop resistance to its use. The roles of some polymorphisms in genes encoding enzymes critical for the biotransformation of imatinib have been previously examined. This study, hence, evaluated some other unstudied functionally significant polymorphisms in CYP1A2, CYP2C8, CYP2C9, and CYP3A5. Trough imatinib blood levels and genotypes were determined in 42 CML patients by an HPLC-UV technique and a Sequenom iPLEX assay, respectively. Statistical analysis of the influence of genetic polymorphisms on standardized trough level detected no significant relationship. However, higher trough levels were observed in two homozygous carriers of CYP2C8*2 while diminished imatinib levels were seen in two homozygous carriers of CYP3A5*7. The study findings suggest that polymorphisms in drug metabolizing enzymes may be significant for imatinib therapy only in instances where all copies of the relevant studied genes are functionally impaired.","Inter-individual variation in imatinib disposition: any role for prevalent variants of CYP1A2, CYP2C8, CYP2C9, and CYP3A5 in Nigerian CML patients?","60","216-221","Adehin A and Adeagbo BA and Kennedy MA and Bolaji OO and Olugbade TA and Bolarinwa RA and Durosinmi MA"
"250","Aaron_3","NO","Annals of clinical microbiology and antimicrobials","BACKGROUND: Coagulase-negative staphylococci have become increasingly recognized as the etiological agent of some infections. A significant characteristic of coagulase-negative staphylococci especially strains isolated from animals and clinical samples is their resistance to routinely used antibiotics although, resistant strains isolated from fermented foods have not been fully reported. METHODS: A total of two hundred and fifty-five CoNS isolates were subjected to antimicrobial susceptibility test using the disc diffusion technique. The minimum inhibitory concentration of the isolates to the tested antibiotics was determined using the microbroth dilution method. Methicillin resistant strains were confirmed by detection of methicillin resistant genes (mecA) and also employing cefoxitin screening test. RESULTS: The isolates were confirmed to be methicillin resistant by the detection of mecA genes and the cefoxitin screening test. The isolates demonstrated appreciable resistance to ampicillin (86.7%), sulfomethoxazole-trimethoprim (74.9%), amoxicillin-clavulanic acid (52.5%) and oxacillin (35.7%). Methicillin resistance was exhibited by 13 out of the 255 isolates although no mecA gene was detected. It was also observed that the methicillin resistant isolates were prevalent in these traditional foods; iru, kindirmo, nono and wara. CONCLUSION: This study has ameliorated the incidence of multiple antibiotic resistant coagulase-negative staphylococci in Nigerian fermented foods and if not tackled adequately might lead to horizontal transfer of antibiotic resistance from food to man.","Antimicrobial resistance in coagulase-negative staphylococci from Nigerian traditional fermented foods.","16","4","Fowoyo PT and Ogunbanwo ST"
"256","Aaron_3","NO","Human genetics","Hearing loss is the most common sensory deficit in humans with causative variants in over 140 genes. With few exceptions, however, the population-specific distribution for many of the identified variants/genes is unclear. Until recently, the extensive genetic and clinical heterogeneity of deafness precluded comprehensive genetic analysis. Here, using a custom capture panel (MiamiOtoGenes), we undertook a targeted sequencing of 180 genes in a multi-ethnic cohort of 342 GJB2 mutation-negative deaf probands from South Africa, Nigeria, Tunisia, Turkey, Iran, India, Guatemala, and the United States (South Florida). We detected causative DNA variants in 25 % of multiplex and 7 % of simplex families. The detection rate varied between 0 and 57 % based on ethnicity, with Guatemala and Iran at the lower and higher end of the spectrum, respectively. We detected causative variants within 27 genes without predominant recurring pathogenic variants. The most commonly implicated genes include MYO15A, SLC26A4, USH2A, MYO7A, MYO6, and TRIOBP. Overall, our study highlights the importance of family history and generation of databases for multiple ethnically discrete populations to improve our ability to detect and accurately interpret genetic variants for pathogenicity.","Spectrum of DNA variants for non-syndromic deafness in a large cohort from multiple continents.","135","953-61","Yan D and Tekin D and Bademci G and Foster J 2nd and Cengiz FB and Kannan-Sundhari A and Guo S and Mittal R and Zou B and Grati M and Kabahuma RI and Kameswaran M and Lasisi TJ and Adedeji WA and Lasisi AO and Menendez I and Herrera M and Carranza C and Maroofian R and Crosby AH and Bensaid M and Masmoudi S and Behnam M and Mojarrad M and Feng Y and Duman D and Mawla AM and Nord AS and Blanton SH and Liu XZ and Tekin M"
